Session ID,Title,Abstract,Start Time,End Time,Venue,Room,Speakers,Level,Content Type,Track,Industries,Special Event Type,Hash Tag,URL,Disclaimer
1363,How Freescale Rocks n' Rolls Out a Tableau Governance Model,"Have you fully implemented Tableau but struggle with slow dashboards? Is your greatest desire to create the most stunning reports that has ever graced management&rsquo;s eyes? Would you like to have a guide on how to design, develop, or enable and implement your reports?
In this session we will share our principles for being a rockin' &ldquo;Steward of the Tableau Infrastructure!&rdquo;
Get ready for a fun sketch discussing who the project steward is, what their responsibilities are, how they interact with developers, and what their overall role in a Tableau ecosystem.",10/20/2015 14:15,10/20/2015 15:15,Grand Garden Arena Studio Rooms,ST-A,"Hector Lavalle, Jada Ballentine",Beginner,Breakout Sessions,Customer Session,Software & Technology,,#FreescaleData,http://tc15.tableau.com/schedule/tuesday/#session-1363,Current as of: 09/10/2015 - 06:46 Subject to change.
1118,Running Tableau as an IT Service,"Our team runs Tableau Server internally as a centralized service for every part of our business; sales, finance, ops, development, and monitoring. Come find out what we do to deploy, monitor, provide a self-service portal, chargeback, handle customizations via the APIs, and try to delight our internal customers.",10/20/2015 14:15,10/20/2015 15:15,Conference Center Annex,CCX 10,"Jeff Mills, Joseph Specht",Advanced,Breakout Sessions,IT,,,#TableauITService,http://tc15.tableau.com/schedule/tuesday/#session-1118,Current as of: 09/10/2015 - 06:46 Subject to change.
1403,Big Risks Requires Big Data Thinking: How EY and J&J Deploy Tableau to Fight Fraud and Abuse,"Hear from senior leaders from E&amp;Y and J&amp;J on how Tableau's interactive dashboards are being deployed to fight corruption and fraud on a global scale. Covering diverse topics such as&nbsp;risk scoring, geospatial analysis, statistical analysis, and&nbsp;text analytics, Tableau provides the platform to assist global teams in preventing and detecting areas of fraud and corruption risks.",10/20/2015 14:15,10/20/2015 15:15,Grand Garden Annex,GGX 1,"Vincent Walden, Aditya Misra",Intermediate,Breakout Sessions,Customer Session,Banking & Finance,,#EYData,http://tc15.tableau.com/schedule/tuesday/#session-1403,Current as of: 09/10/2015 - 06:46 Subject to change.
2434,Tableau on a Shoestring: Successful Deployment on a Tiny Budget,"Not all Tableau deployments have fully staffed business intelligence units with all the hardware and software they need. Some have minimal staff and support. In this session, Tableau Zen Master Jonathan Drummey will discuss the successes, failures, and lessons learned in a primarily one-person Tableau deployment in a local healthcare system. You'll come away with ideas on how you can make the most of your resources in your own Tableau deployment.",10/20/2015 14:15,10/20/2015 15:15,Grand Garden Arena,GGA,Jonathan Drummey,Intermediate,Breakout Sessions,Zen Master Session,"Development,Facilities,Finance,Human Resources,IT,Marketing,Operations,Other,Sales",Health &amp; Medical,#TableauShoestring,http://tc15.tableau.com/schedule/tuesday/#session-2434,Current as of: 09/10/2015 - 06:46 Subject to change.
643,Demystifying R-Integration,"You have heard of R-Integration, and you have seen the demos showing off the power of R-Integration, but what exactly is it? How does it work? Come to this session to understand what R-Integration is, how it works, and what exactly is being passed back and forth between Tableau and R. In this session, you will learn how to enable R within Tableau, use print() statements to see what data is being passed back and forth, and troubleshoot common concerns.",10/20/2015 14:15,10/20/2015 15:15,Conference Center Annex,CCX 9,Mary Solbrig,Advanced,Breakout Sessions,Analytics,,,#DemystifyR,http://tc15.tableau.com/schedule/tuesday/#session-643,Current as of: 09/10/2015 - 06:46 Subject to change.
1413,"Cars.com: Using Tableau to Gain the Trust of 20,000 Automotive Dealers with Value Analytics","The Value Analysis and Dealer Reporting team (VADR) at Cars.com presents the challenges they faced with Value Analytics, and how visualizations through Tableau changed the status quo in providing customer value reporting.
In this presentation, VADR will show you how to prepare your company for change, design dashboards that communicate value, and achieve successful adoption with non-analytical folks across your organization.&nbsp;",10/20/2015 14:15,10/20/2015 15:15,Conference Center Level 1,CC 123,"Jeff Bloomfield, Jeni Pecard",Intermediate,Breakout Sessions,Customer Session,Services,,#CarsData,http://tc15.tableau.com/schedule/tuesday/#session-1413,Current as of: 09/10/2015 - 06:46 Subject to change.
1693,Fighting Ebola with Data,"Health workers in West Africa are conducting an exercise akin to genealogical research &mdash; tracing and tracking the branches of human contact that lead to and from anyone afflicted with the highly contagious Ebola virus. This feat of perseverance, data capture, and visualization is key to stopping the transmission of Ebola today and any future contagious diseases that could attack Africa and the world.
But how do you pull this off in developing countries beset with challenging infrastructure and spotty broadband coverage, and with nothing more than a smart phone? Come hear how Columbia University Earth Institute, Dimagi, Tableau Zen Masters, and the Tableau Foundation collaborated to capture, track, and visualize data in a way that allows local health authorities and the world&rsquo;s largest humanitarian aid organizations to respond to one of the world&rsquo;s most pressing crises.",10/20/2015 14:15,10/20/2015 15:15,Grand Garden Arena Studio Rooms,ST-B,"Peter Gilks, Nelson Davis",Intermediate,Breakout Sessions,Zen Master Session,,,#EbolaData,http://tc15.tableau.com/schedule/tuesday/#session-1693,Current as of: 09/10/2015 - 06:46 Subject to change.
1448,PMO Insights Using Tableau at eBay,"This session examines how Tableau visualizations can leverage project data (Daptiv, in this example) to support new findings, create opportunity areas, and measure results.",10/20/2015 14:15,10/20/2015 15:15,Conference Center Level 1,CC 122,Kathleen Gammon,Intermediate,Breakout Sessions,Customer Session,"Retail, Distribution, & CPG",,#eBayData,http://tc15.tableau.com/schedule/tuesday/#session-1448,Current as of: 09/10/2015 - 06:46 Subject to change.
1453,"Customer Strategy, Big Data, & Data Visualization at Cisco: Monetize Customer Data with Success","Big Data analytics and the insight it provides in solving customer challenges (with Hadoop) must have effective and strategic data visualizations in order to tell a compelling story. Furthermore, data stories must appeal to different roles and personas within and without an organization (partner and end-customers, for example) to be truly effective. Drilling down into specific business cases, in this session we will share a strategy for analyzing and communicating predictive customer analytics and visualization.",10/20/2015 14:15,10/20/2015 15:15,Grand Garden Annex,GGX 2,"Isher Kaila, Ivan Chen",Beginner,Breakout Sessions,Customer Session,Software & Technology,,#CiscoBigDataViz,http://tc15.tableau.com/schedule/tuesday/#session-1453,Current as of: 09/10/2015 - 06:46 Subject to change.
693,"Understanding Tableau's Order of Operations for Smarter, Faster Analytics","Do you find yourself wondering why Tableau did something you didn't expect? Did you know that Tableau has an order of operations? In this session, you will learn how to think like Tableau does and gain an understanding of the order of operations&mdash;from filtering to level of detail calculations, we will cover it all! You will be faster, smarter, and more efficient in performing your analysis.",10/20/2015 14:15,10/20/2015 15:15,Conference Center Level 1,CC 120,"Jen Vasser, Kelly Hotta",Advanced,Breakout Sessions,Analytics,,,#OrderOfOps,http://tc15.tableau.com/schedule/tuesday/#session-693,Current as of: 09/10/2015 - 06:46 Subject to change.
1726,Winning Big with Survey Data in Tableau,"The top answer is on the board&ndash;what's the best tool for analyzing your survey data? Come on down to this hands-on class which will provide you a strong foundational knowledge on how to work with survey data to achieve big results and no whammies. We'll eliminate the analytical weakest link by showing you how to reshape your data, handle different question types, and bring it all together into a deep-insight-driving dashboard. You'll walk away a showcase showdown winner; ready to drill in to your survey data results quickly, and feel like you won a million bucks.*
*Notice we said &ldquo;feel.&rdquo; Actual prize money not included.
What you will learn:

The importance of reshaping your data, and just what the proper reshaping should look like.
How to work with Yes/No/Maybe, Check-All-That-Apply, and Likert Scale question outputs.
Methods of combining all of your descriptive data and responses within a dashboard to allow for inquisitive minds to ask questions and get immediate answers from survey results.",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 1,CC 106-107,"Ben Bradley, Jennifer Petti",Intermediate,Hands-On Training,Data,,,#SurveyData,http://tc15.tableau.com/schedule/tuesday/#session-1726,Current as of: 09/10/2015 - 06:46 Subject to change.
1728,Tableau for the First Time,"&ldquo;And you may ask yourself, &lsquo;Well, how did I get here?&rsquo;&rdquo;
Maybe you just started at your company and you got a conference pass along with your keycard. Maybe you&rsquo;re fresh out of college with your English degree and now have to dissect social media data. Maybe you&rsquo;re a potential Tableau customer who just wants to know what all the fuss is about. The bottom line is that you don&rsquo;t know your drags from your drops, and you want a good place to get started. Welcome my friends, to ""Tableau for the First Time."" We guarantee this: after this session you will know 100% more about Tableau than you currently do.
What you will learn how to:

Connect to some data
Answer statistics-driven questions you didn&rsquo;t even know you knew how to ask
Build some maps
Apply a *gasp* table calculation or two!
Wrap it up all into a dashboard you can take with you",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 3,CC 301-302,"Michael Carpenter, Tim Lens",Beginner,Hands-On Training,Analytics,,,#FirstTime,http://tc15.tableau.com/schedule/tuesday/#session-1728,Current as of: 09/10/2015 - 06:46 Subject to change.
2499,"Advanced Calculations: IF [You Attend] THEN ""Calculations Master"" END","Are you comfortable writing basic calculations and ready to take your skills to the next level? Then advanced calculations is for you. Covering a wide variety of calculations, this course will equip you with the knowledge to go deeper in your analytical analysis. Curious about how to exclude weekends when comparing two work dates? We&rsquo;ll go over period analysis using DATEDIFF and DATEADD functions. Ever wonder how and when to use nested logic? Our next level KPI problems will bring insight to this topic.
What you will learn:

Nested logic statements
Complex date calculations
Advanced string calculations
Intricate KPI formulas",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 3,CC 312 & 317,"Kiyoshi Jones, Anika Martynowych, Rachel Robinson",Advanced,Hands-On Training,Analytics,,,#AdvancedCalcs,http://tc15.tableau.com/schedule/tuesday/#session-2499,Current as of: 09/10/2015 - 06:46 Subject to change.
1735,Tableau Server Toolbox for the Savvy,"Tableau server administration should never be a chore. This session will offer an overview of the key concepts behind server security, giving novice administrators the perspective of a seasoned pro. We will also be giving a crash course in the essential Tableau server utilities. You will learn the essential tools to control your environment with confidence and ease.&nbsp;
What you will learn:

The ins and outs of the security landscape
The basics of authentication methods
Tips for good provisioning
Data security essentials
Tabadmin
TabCMD
The REST API
Administrative views
and more!",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 1,CC 109-110,"Santiago Sanchez, Reed Walton",Jedi,Hands-On Training,IT,,,#ServerToolbox,http://tc15.tableau.com/schedule/tuesday/#session-1735,Current as of: 09/10/2015 - 06:46 Subject to change.
2504,Get Out of Control with Tableau Statistics,"This hands-on class goes over intermediate to advanced statistics in Tableau. It covers creating and reading control charts, applying Benford&rsquo;s Law to detect anomalies in data, finding the derivative of a line, and calculating correlation coefficients. We will also touch on how to convert mathematical functions into Tableau calculated fields.
What you will learn:

How to create control charts, plot derivatives, and find correlation coefficients
Application of Benford&rsquo;s Law
Translating mathematical formulas into calculations in Tableau",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 1,CC 111,"Andrew Barker, Jeremy Patoc",Advanced,Hands-On Training,Analytics,,,#StatControl,http://tc15.tableau.com/schedule/tuesday/#session-2504,Current as of: 09/10/2015 - 06:46 Subject to change.
2761,Tips to Becoming a Tableau Jedi,"Are you an advanced Tableau user wondering how to get to that next level of skill with Tableau? Wondering how to master the more sophisticated features of Tableau? Want to know how to impress your colleagues with amazing feats of analytics? In this session, we'll show you powerful tricks and techniques that will make you truly the master of your analytics:

Achieving advanced layouts
Mastering LOD expressions
Ways to get the most out of every query
Something unexpected
Where to find more inspiration",10/20/2015 14:15,10/20/2015 15:15,Conference Center Annex,CCX 6,Marc Rueter,Jedi,Breakout Sessions,Analytics,,,#TableauJedi,http://tc15.tableau.com/schedule/tuesday/#session-2761,Current as of: 09/10/2015 - 06:46 Subject to change.
2506,Hands-On with Postgres and Admin Views,"It&rsquo;s 11 o&rsquo;clock, do you know what your server is doing? In this hands-on class you will learn to leverage Tableau&rsquo;s powerful repository in order to create custom admin views to help you monitor user activity, triage potential problems, and answer your most prevalent user questions. Master your domain (name), use Tableau on Tableau, and become the server admin you always wanted to be! This course will cover monitoring user traffic and usage metrics, tracking background tasks and extracts, and quantifying view load times and popularity.&nbsp;  What you will learn to:&nbsp;

Connect to the Tableau repository and leverage the information within
Find most active users and most viewed workbooks
Track extract times and subscriptions
Find out how much space is being used on your server or site
Use Tableau on Tableau",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 1,CC 104-105,"Michael Chen, Andrew Hill",Advanced,Hands-On Training,IT,,,#PostgresAdmin,http://tc15.tableau.com/schedule/tuesday/#session-2506,Current as of: 09/10/2015 - 06:46 Subject to change.
1740,The Data Is in the Details: Advanced LOD Expressions,"LOD expressions expand the possibilities of data analysis further than ever before. In this session we will learn to harness this capability by challenging ourselves with practical examples which go beyond the basic concepts of LOD expressions. Specifically, we will delve into the mechanics behind nested LOD expressions, filtering orders, dimension versus measure outputs as well as advanced use cases. Please come prepared with prior LOD experience.",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 3,CC 319,Bronson Shonk,Jedi,Hands-On Training,Analytics,,,#AdvancedLODs,http://tc15.tableau.com/schedule/tuesday/#session-1740,Current as of: 09/10/2015 - 06:46 Subject to change.
2510,Will it Blend? That is the Question,"Do you frequently blend different data sources to create new analyses for your end-users? Do you want to learn more about what the magic of data blending makes possible&ndash;without ETL, data warehousing, scripting, or coding? This advanced seminar will outline common solutions to different blending scenarios and provide a deeper understanding of how Tableau creates relationships between disparate data sources.
What you will learn:

Creating calculations across multiple data sources
Linking multiple data sources using Tableau&rsquo;s primary grouping functionality
How to sort blended data
Common solutions for overcoming limitations of data blending",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 1,CC 113,"Austin Banta, Evan Jones",Advanced,Hands-On Training,Data,,,#BlendingQuestions,http://tc15.tableau.com/schedule/tuesday/#session-2510,Current as of: 09/10/2015 - 06:46 Subject to change.
1743,Viva Las INDEX(): Advanced Table Calculations,"Table calculations are a powerful analysis tool that allows you to take your raw data further. This session will focus on advanced practical exercises with WINDOW, LOOKUP, INDEX, and other functions as applied to specific business use cases. You will leave this session with a better understanding of the possibilities table calculations unlock, as well as how to implement them for your own purposes. This session is designed with already a basic understanding of table calculations and how they are computed atop aggregated data.",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 1,CC 117,"Tim Hughes, Nathan Mannheimer",Jedi,Hands-On Training,Analytics,,,#AdvTableCalcs,http://tc15.tableau.com/schedule/tuesday/#session-1743,Current as of: 09/10/2015 - 06:46 Subject to change.
2512,R You Ready? Advanced Stats With R,"What if I had a tool to predict the future? I don&rsquo;t, but with R programming we can get closer. We&rsquo;ll learn how to predict the next best sellers or suggest the next perfect item to buy. Topics like machine learning and predictive analytics sound far outside what tableau is capable of, but in fact that&rsquo;s not the case. In this session we are going to explore how we can bring these methods into our Tableau visualizations so that we can not only see and understand our data, but to see and understand the &ldquo;future.&rdquo;",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 3,CC 304-305,"Justin Freels, Marc Lobree",Jedi,Hands-On Training,Analytics,,,#AdvancedRStats,http://tc15.tableau.com/schedule/tuesday/#session-2512,Current as of: 09/10/2015 - 06:46 Subject to change.
1233,Marketing Data Visualization the Disney Way: If Superstore had a Marketing Plan,"How do you get a talented team of marketing strategists to make data-driven investment decisions? We propose Superstore had a marketing plan and review the process of creating a marketing effectiveness database and the visualizations created to help Superstore ensure their data is accurate, complete and valid.",10/20/2015 14:15,10/20/2015 15:15,Conference Center Level 3,CC 310,Bj Price,Beginner,Breakout Sessions,Customer Session,Media & Entertainment,"How do you get a very talented team of marketing strategists to understand their data and use it to make data-driven marketing decisions? This session reviews the two year-long process of wrangling data, creating dashboards, and building a culture centered on creating views that are used to understand and respond to marketing data and optimization results. This session will showcase our DMA mapping and how we integrated planning data and optimization efforts to help us understand our marketing decisions.
&nbsp;",#DisneyData,http://tc15.tableau.com/schedule/tuesday/#session-1233,Current as of: 09/10/2015 - 06:46 Subject to change.
723,Speed Up Your Views by Understanding Tableau's Visual Pipeline,"Have you ever wondered how&nbsp;Tableau works&nbsp;under the hood? Come&nbsp;learn all about how Tableau's visual pipeline works.&nbsp;In this session,&nbsp;you will find out:

How to determine the source of performance problems in a workbook.
The steps Tableau goes through to display a viz.
When Tableau can interactively display the results of a quick filter.
How interactivity in the Tableau browser client works.
How to make the browser client more interactive.",10/20/2015 14:15,10/20/2015 15:15,Conference Center Annex,CCX 8,"Mrunal Shridhar, Scott Sherman",Jedi,Breakout Sessions,Analytics,,,#VisualPipeline,http://tc15.tableau.com/schedule/tuesday/#session-723,Current as of: 09/10/2015 - 06:46 Subject to change.
2516,Introduction to Calculations: Estimating the Airspeed Velocity of an Unladen Swallow in Tableau,"What is your name? What is your quest? What is the airspeed velocity of an unladen swallow? If you can only answer two of the three questions above, you&rsquo;ve come to the right place. This introductory course on calculations will guide you through correctly aggregating data, constructing true-false analyses, writing if-then statements, and performing string and date calculations. Most importantly, we&rsquo;ll be using what we learn to answer one of the most legendary questions of all time.  What we will show:

Aggregate data - profit ratio example both ways, show another example when you would not want to use aggregation in your calculations.
Construct Boolean statement - KPI analysis with Boolean on color
""If&hellip; then"" statements - range or word descriptions for different ranges
Trim strings - LEFT example on a string with a number and word
Calculate difference between 2 dates &ndash; Dateadd, Datediff&nbsp;
One simple LOD calculation - show average on pane",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 3,CC 318,"Daren Cullimore, Nelson Norsworthy",Beginner,Hands-On Training,Analytics,,,#IntroCalcs,http://tc15.tableau.com/schedule/tuesday/#session-2516,Current as of: 09/10/2015 - 06:46 Subject to change.
983,Tips and Strategies for Taking Your Data to the Cloud,"The goal of this session isn&rsquo;t to convince you the cloud is important. You probably already know that. This session is designed to give you strategies for moving data and analytics to the cloud.

How can you get some benefits of the cloud early on without rebooting your entire infrastructure?
How do you figure out what should be in the cloud and what should stay on premise?
What are best practices for transitioning to a cloud or hybrid cloud architecture for data and analytics?

We&rsquo;ll talk about different strategies for transitioning to the cloud, based on a number of real examples.",10/20/2015 14:15,10/20/2015 15:15,Conference Center Level 1,CC 124,Ellie Fields,Intermediate,Breakout Sessions,IT,,,#DataToTheCloud,http://tc15.tableau.com/schedule/tuesday/#session-983,Current as of: 09/10/2015 - 06:46 Subject to change.
2519,Driving Interactivity with Parameters,"Do you find yourself asking &ldquo;What if&hellip;?&rdquo; frequently? Do you crave greater end-user interactivity in your dashboards? If so, then this is the class for you! Parameters allow you to create user inputs that can be used to adjust measures, swap dimensions, hide worksheets, build conditional logic, and much more. This class will cover the basics of parameters from the ground up, as well as some more sophisticated use cases.  What you will learn:

What a parameter is
Simple uses of parameters such as moving averages, what-if analysis, adjusting KPIs, and top N filters
Sophisticated uses of parameters such as swapping fields within a chart and swapping charts within a dashboard",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 3,CC 314 & 315,"Robert DuPont, Fearghal Gunning",Intermediate,Hands-On Training,Analytics,,,#InteractiveParameters,http://tc15.tableau.com/schedule/tuesday/#session-2519,Current as of: 09/10/2015 - 06:46 Subject to change.
738,How Data Can Protect You From Cognitive Bias,"The smarter you are, the stronger your cognitive bias. Data is a proven way to protect yourself from cognitive bias and can even augment your intelligence. This session&nbsp;will educate and entertain you with learnings about cognitive bias and how data, when used correctly, can improve your decisions. It will also explore how to systematically analyze data using your visual system which results in better decisions.",10/20/2015 14:15,10/20/2015 15:15,Conference Center Level 3,CC 311,Jock Mackinlay,Intermediate,Breakout Sessions,Big Ideas,,,#CognitiveBias,http://tc15.tableau.com/schedule/tuesday/#session-738,Current as of: 09/10/2015 - 06:46 Subject to change.
2530,Guided Analytics: A Guiding Light in a Data Desert,"Have you ever created a data masterpiece, only to realize that your audience might need your level of expertise just to glean some insight? This class will help you communicate your message and develop dashboard navigation so your audience is never lost. Guide your audience and encourage data discovery. Learn dashboard actions, build interactive parameters, and construct Story Points. Brush up on formatting, tool tips, and buttons. By the time this class is over, you&rsquo;ll be able to tell data stories and guide anyone through highly interactive analysis.
What you will learn:

The ins and outs of each dashboard action (filtering, URLs, and blended source dashboards).
How to build and use parameters for quick end-user selections.
How to create Story Point presentations that can be shared and delivered.
Ways to improve your views through the tool tips, descriptions, titles, and buttons.",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 3,CC 309,"Nena Ballas, Coleman Wagoner",Intermediate,Hands-On Training,Data Storytelling,,,#GuidingLight,http://tc15.tableau.com/schedule/tuesday/#session-2530,Current as of: 09/10/2015 - 06:46 Subject to change.
1765,Mixology 101: Introduction to Data Blending,"Face it. Data doesn&rsquo;t live in one place anymore. It resides in spreadsheets, data marts, warehouses, cubes, and the ethereal and almighty cloud. Do you have data in any of these places? Have you ever needed to combine data from disparate sources? This two hour training block will cover the basic techniques you&rsquo;ll employ in utilizing Tableau&rsquo;s data blending functionality. There are no prerequisites for taking this class, though basic navigational proficiency in Tableau desktop is helpful. By the end of this class, users will know how and when to use data blending, understand the associated terminology, and write a basic calculation across combined data sources. If you&rsquo;re new to blending or Tableau as a whole, this is a great way to get started with combining your data.",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 1,CC 112,"Jordan Fernandez, Alex Woodcock",Intermediate,Hands-On Training,Data,,,#DataBlending,http://tc15.tableau.com/schedule/tuesday/#session-1765,Current as of: 09/10/2015 - 06:46 Subject to change.
2789,How to Excel with Tableau,"Back by popular demand, Tableau experts Charles and Dustin explain how to pivot Excel skills into Tableau mastery.&nbsp;Are you in a love-hate relationship with Excel? Frustrated and feeling like you're not moving forward? Bring back the romance. Let Excel do what Excel is good at. Move the analytic tasks you depend on and supercharge them in Tableau. This session will cover not only how to duplicate and improve Excel functionality in Tableau, but how to move beyond the constraints of rows and columns. Join us and repair your relationship with Excel. There's a happy world of dynamic, interactive analytics waiting for you.",10/20/2015 14:15,10/20/2015 15:15,Conference Center Level 1,CC 101-102,"Charles Schaefer, Dustin Smith",Beginner,Breakout Sessions,Analytics,,,#ExcelWithTableau,http://tc15.tableau.com/schedule/tuesday/#session-2789,Current as of: 09/10/2015 - 06:46 Subject to change.
1768,Getting Your Performance Up,"Is your dashboard slow? This hands-on class goes over performance best practices in Tableau. It covers data connections, extracts, queries, visualization design, and dashboard best practices. By the end of the class you&rsquo;ll be well-versed in the ways of fast, easy, beautiful.
What you will learn:

What goes on under the hood in Desktop
What affects performance
How to design a dashboard for efficiency and performance
How performance and analytical value are closely related",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 3,CC 306-307,"Bryant Howell, Bec Powell, Taylor Wolfe",Advanced,Hands-On Training,Analytics,,,#UpPerformance,http://tc15.tableau.com/schedule/tuesday/#session-1768,Current as of: 09/10/2015 - 06:46 Subject to change.
1513,It’s About Time. Gimme Data Now! Transitioning to Tableau Server at Tacoma Community College,"Learn about Tacoma Community College&rsquo;s experiences and the key takeaways in transitioning to the Tableau Server. From eliminating the need for one more step before getting to the data, to accessing real-time data on the go. You might be yearning for the shift from the overwhelming and sometimes under-read annual fact book to a seamless, data-at-your-fingertips environment. This session will discuss the replicable potential of Tableau and the increased ease of taking advantage of superior data at any institution.",10/20/2015 14:15,10/20/2015 15:15,Grand Garden Annex,GGX 3,Victoria Ichungwa,Advanced,Breakout Sessions,Customer Session,Education,,#TacomaCCData,http://tc15.tableau.com/schedule/tuesday/#session-1513,Current as of: 09/10/2015 - 06:46 Subject to change.
2541,Stop Your Calcs From Bugging Out!,"If you&rsquo;re becoming well acquainted with the red &ldquo;X&rdquo; in the calculation editor, don&rsquo;t bug out! This class will give you a rundown of many common bugs and errors that Tableau users run into when trying to create calculations and how to exterminate them. When to aggregate and when not to, complex logical statements, and calculation best practices are just a few of the things we&rsquo;ll cover, setting you up to write iron-clad calculations for your analyses.
This session will cover:

Calculation best practices
Aggregate vs. non-aggregate calcs
Tableau&rsquo;s IF&hellip; THEN logic
Dealing with null values",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 3,CC 320,"Jacob Goffin, Matt Miller",Intermediate,Hands-On Training,Analytics,,,#BuggingOut,http://tc15.tableau.com/schedule/tuesday/#session-2541,Current as of: 09/10/2015 - 06:46 Subject to change.
2545,Transforming Health Care Business Intelligence and Analytics at the Cleveland Clinic with Tableau,"In a relatively short time frame, the Tableau implementation at the CCHS has radically transformed the way they&nbsp;manage, interpret, and consume information across the organization, with&nbsp;measurable&nbsp;impact. Clinical care transformation,&nbsp;strategic planning,&nbsp;federal initiatives like the Affordable Care Act (ACA), new business models, and dynamic revenue streams are rapidly changing the&nbsp;healthcare&nbsp;business environment in the United States. This presentation will focus on how team members at the Cleveland Clinic Health System are leveraging Tableau to facilitate&nbsp;organizational need for actionable data insights to drive related decision-making. They&nbsp;will highlight a number of high-value Tableau business intelligence and visual&nbsp;analytics solutions at CCHS&nbsp;including Population Health Management/Accountable Care Organizations (ACOs), Medicare&rsquo;s Bundled Payment for Care Improvement (BPCI) program, Fundraising Metrics and Prospect Identification,&nbsp;and&nbsp;the impact thereof.",10/20/2015 14:15,10/20/2015 15:15,Conference Center Level 1,CC 115,"Michael London, Mark Ruffing, Michael Zuschin",Beginner,Breakout Sessions,Customer Session,Healthcare & Pharmaceuticals,,#ClevelandClinicData,http://tc15.tableau.com/schedule/tuesday/#session-2545,Current as of: 09/10/2015 - 06:46 Subject to change.
1778,Fortune Filtering: Mining Your Data for the Golden Nugget,"Your data is a gold mine of insights into your organization. In this session, you'll see how to use filters to sift through data and get those ""Eureka!"" moments. Learn how to strike viz gold by creating interactive and concise charts with filters.
After this session, you&rsquo;ll know:

How to use the three filter dialogues: discrete, continuous, and dates
How to filter across sheets, as well as across data sources
Clever filtering solutions to common questions",10/20/2015 14:15,10/20/2015 16:45,Conference Center Level 1,CC 114,"Kyle Bohac, Frannie Makabenta",Intermediate,Hands-On Training,Analytics,,,#GoldenNugget,http://tc15.tableau.com/schedule/tuesday/#session-1778,Current as of: 09/10/2015 - 06:46 Subject to change.
1013,Tableau Authentication with Identity and Access Management Systems,"Are you providing access to Tableau users and devices from inside and outside the corporate network? Are you looking to integrate Tableau with identity and access management (IAM) technologies like SAML, Kerberos, Tableau Trusted Tickets, and OAuth to provide single sign-on for users to Tableau and on to your Tableau data sources? Are you providing embedded views in Salesforce, or web portal applications? Do you need to provision users from multiple directories? We will review options for provisioning and authenticating users in mixed population environments, and embedded application scenarios. This session will be of interest to Tableau Server on-premise customers and Tableau Online customers interested in site SAML. We will also review SSO options for database connections to some of our supported data connectors like Hadoop, SQL Server, and SAP HANA.",10/20/2015 14:15,10/20/2015 15:15,Conference Center Annex,CCX 7,"Robin Cottiss, Shailesh Kumar",Advanced,Breakout Sessions,IT,,,#TableauAuth,http://tc15.tableau.com/schedule/tuesday/#session-1013,Current as of: 09/10/2015 - 06:46 Subject to change.
1528,Moving a Supply Chain Organization from Hindsight to Insights at Sysco,"Sysco&rsquo;s visualization effort is centralized around one key concept: placing insights at the fingertips of all employees to influence change. By enabling the organization with visual analytics, Sysco promotes thought leadership in operational effectiveness. Business expertise, coupled with Tableau-enabled visualizations, has sparked incredible operational visibility and advancement from effective KPI campaigning to end user engagement and adoption.
Since beginning this journey about one year ago, Sysco has made significant progress at visualizing what was once static and tabular reporting within the Supply Chain organization. The ability to visualize key metrics and quickly identify opportunity areas has created an organization hungry for more value - stimulating operational growth.&nbsp;",10/20/2015 14:15,10/20/2015 15:15,Conference Center Level 1,CC 121,Dragos Sburlea,Beginner,Breakout Sessions,Customer Session,"Retail, Distribution, & CPG",,#SyscoSupplyChain,http://tc15.tableau.com/schedule/tuesday/#session-1528,Current as of: 09/10/2015 - 06:46 Subject to change.
1538,Tableau Minority Report: A Tableau UX of the Future,"Using San Francisco crime data, we will walk through an evolution of the user experience in Tableau. It's not an evolution, it's a revolution! We will compare the classic and the present dashboards, and a concept for the predictive dashboards of the future. We will showcase movable and resizable dashboards that are responsive and customized using the JavaScript API and custom skin based on the context of the 911 call or event occurring. Other interaction and customization features include: Gesture and voice controlled user interface, SSO and row-level security with facial detection, crime/event prediction, as well as custom and switchable map layers.",10/20/2015 15:45,10/20/2015 16:45,Grand Garden Arena Studio Rooms,ST-B,"Anya A'Hearn, Allan Walker, Jeffrey Shaffer",Advanced,Breakout Sessions,Zen Master Session,,,#MinorityReportUX,http://tc15.tableau.com/schedule/tuesday/#session-1538,Current as of: 09/10/2015 - 06:46 Subject to change.
